text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
i want help resetting the password of my user profile,recover_password,13,39,18.078081,10.626771,"user, key, account","user, key, account"
customer support number,contact_customer_service,3,11,-4.6979823,3.9078057,"customer, talk, assistance","customer, assistance, talk"
what do i have to do to check your rfund policy?,check_refund_policy,2,46,-7.692666,11.580047,"help, money, refund","refund, help, policy"
have a problem with a forgotten password,recover_password,13,39,18.113085,10.571502,"user, key, account","user, key, account"
assistance making a custolmer claim,complaint,12,24,-0.43030027,7.0639277,"claim, complaint, help","claim, complaint, help"
where do i file a claim against your company?,complaint,12,24,-0.5720482,7.099362,"claim, complaint, help","claim, complaint, help"
updating info on gold account,edit_account,4,36,8.556984,6.602226,"account, need, help","gold, account, change"
"i have to see the early termination charge, can you help me?",check_cancellation_fee,8,15,23.554575,6.4830294,"termination, early, check","termination, check, fee"
i am trying to check my compensation current status,track_refund,2,53,-10.882574,12.603468,"help, money, refund","compensation, status, current"
i do not know how i can cancel the pro acconut,delete_account,4,13,6.3924065,7.3240924,"account, need, help","account, know, standard"
i do not know how i can list the allowed payment options,check_payment_methods,11,7,-5.917084,24.33442,"payment, methods, help","payment, methods, help"
open a account for my dad,create_account,4,30,9.10859,3.3828533,"account, need, help","account, dad, open"
can you help me to find the bill #37777?,check_invoice,6,37,-1.0087326,17.770521,"help, look, know","help, look, know"
i dont know what i need to do to obtain compensations,get_refund,2,12,-10.176392,12.633568,"help, money, refund","money, restitution, help"
opening new gold account for daughter,create_account,4,16,8.8743305,5.834482,"account, need, help","account, premium, daughter"
i want help seeign when will my product arrive,delivery_period,0,3,-11.6744995,0.8666682,"arrive, soon, expect","arrive, check, help"
another standard account,create_account,4,1,11.62109,3.877489,"account, need, help","account, standard, change"
i have to see how long it takes for my shipment to arrive,delivery_period,0,3,-12.440881,0.49394917,"arrive, soon, expect","arrive, check, help"
"i have got to check the shipment options, i need help",delivery_options,16,64,4.870834,-7.494264,"options, methods, delivery","options, shipment, check"
i do not know what i need to do to switch to the account,switch_account,4,1,12.057434,4.534784,"account, need, help","account, standard, change"
"i am very unsatisfied with your work, make a fucking claim",complaint,12,24,-0.4030567,6.8877525,"claim, complaint, help","claim, complaint, help"
assistance to delete something from purcahse,change_order,4,26,8.816117,13.16641,"account, need, help","order, delete, help"
help me acquire some products,place_order,1,10,4.8424582,14.578943,"order, purchase, help","item, help, product"
i do not know how ot delete my standard account,delete_account,4,13,5.659082,7.708467,"account, need, help","account, know, standard"
wluld you give me information about the key retrieval?,recover_password,13,39,18.67676,9.946005,"user, key, account","user, key, account"
i do not know how i could get a fucking rebate of my money,get_refund,2,31,-11.702186,10.721344,"help, money, refund","rebate, money, rebates"
could you tell me more about creating a platinum account?,create_account,4,54,8.365523,4.0354276,"account, need, help","platinum, account, help"
i need help seeingwhen will my package arrive,delivery_period,0,3,-11.859154,0.5473297,"arrive, soon, expect","arrive, check, help"
what do i need to do to see the status of the rebate,track_refund,2,68,-12.40629,10.339504,"help, money, refund","rebate, status, check"
what do i have to do to see the cancellation penalty,check_cancellation_fee,19,43,1.4483376,11.666407,"cancellation, need, charges","cancellation, penalty, penalties"
i do not know how to switch to the standard account,switch_account,4,1,11.575272,4.291084,"account, need, help","account, standard, change"
help me submit some feedback for a service,review,9,20,-6.3172135,-1.1959747,"feedback, leave, help","feedback, leave, help"
modify information on gold acfount,edit_account,4,36,8.568426,6.57484,"account, need, help","gold, account, change"
assistance to see ru accepted payment options,check_payment_methods,11,7,-6.231279,23.994604,"payment, methods, help","payment, methods, help"
"i have got to change to the account, how can i do it?",switch_account,4,1,12.192621,4.982724,"account, need, help","account, standard, change"
"i can't remember my profile key, i need help restoring it",recover_password,13,39,18.579384,9.637755,"user, key, account","user, key, account"
can you help me to lodge a customer reclamation?,complaint,12,24,-1.8608459,7.1795306,"claim, complaint, help","claim, complaint, help"
checking status of order,track_order,1,61,8.532564,19.490791,"order, purchase, help","order, status, current"
can i restore my access key?,recover_password,13,39,18.768862,9.879332,"user, key, account","user, key, account"
i do not kow how i could delete the goddamn standard account,delete_account,4,13,5.637876,7.724296,"account, need, help","account, know, standard"
could you help me to open a platinum account for my dad?,create_account,4,30,9.075768,3.4131541,"account, need, help","account, dad, open"
how can i check the accepted payment options,check_payment_methods,11,7,-6.1754613,24.05215,"payment, methods, help","payment, methods, help"
i'd like to recover the key of my user account,recover_password,13,39,18.798908,9.7401285,"user, key, account","user, key, account"
where can i check my compensation current status?,track_refund,2,53,-10.868387,12.586441,"help, money, refund","compensation, status, current"
could you help me to open a account?,create_account,4,1,11.977371,3.524921,"account, need, help","account, standard, change"
need assistance to find the fucking invoices from,check_invoice,17,9,2.8988934,18.66813,"invoice, invoices, know","invoice, invoices, download"
"i have lost invoice #37777, could you mail it to me?",get_invoice,17,33,1.8247257,19.144049,"invoice, invoices, know","invoice, 37777, know"
correct information on freemiumaccount,edit_account,4,51,7.2440777,5.498143,"account, need, help","freemium, account, info"
"i would like to edit my personal information, i need help",edit_account,4,1,11.622136,5.633542,"account, need, help","account, standard, change"
can i track order ?,track_order,1,2,6.451787,15.048034,"order, purchase, help","order, purchase, help"
assistance checking the withdrawal penalties,check_cancellation_fee,8,56,20.789145,1.1831837,"termination, early, check","withdrawal, penalties, penalty"
i do not know what to do to report a trouble with payment,payment_issue,7,18,0.8782146,24.616611,"payment, online, payments","payment, online, payments"
i paid dollars for an article how can i obtain a rebate,get_refund,2,31,-11.682734,10.740609,"help, money, refund","rebate, money, rebates"
how could i check your money back policy?,check_refund_policy,2,52,-6.8914785,12.076776,"help, money, refund","money, help, check"
help me receive your newsletter,newsletter_subscription,10,6,-2.0956779,-9.501384,"newsletter, help, corporate","newsletter, corporate, sign"
i want to talk to fucking customer assistance,contact_customer_service,3,11,-5.145534,3.8957849,"customer, talk, assistance","customer, assistance, talk"
help me to inform of a registration issue,registration_problems,15,0,15.87409,6.696956,"sign, signup, inform","registration, inform, report"
creating new account for daughter,create_account,4,16,8.887693,5.6530833,"account, need, help","account, premium, daughter"
change details on platinum account,edit_account,4,54,8.204569,3.9492607,"account, need, help","platinum, account, help"
help me see in what cases can i request to be reimbursed,check_refund_policy,2,59,-1.4684329,2.906985,"help, money, refund","cases, ask, reimbursed"
issue entering another shipping address,set_up_shipping_address,5,4,3.6784282,-2.3927505,"address, delivery, shipping","address, delivery, shipping"
i have to buy a product,place_order,1,10,4.9442463,14.494037,"order, purchase, help","item, help, product"
correct data on pro account,edit_account,4,1,10.579916,5.0177865,"account, need, help","account, standard, change"
need assistance to see how soon can i expect my parcel,delivery_period,0,3,-12.485208,1.572915,"arrive, soon, expect","arrive, check, help"
i need to file a customer complaint against your company,complaint,12,24,0.1344781,5.7744093,"claim, complaint, help","claim, complaint, help"
tell me more about subscribing to ur newsletter,newsletter_subscription,10,6,-2.2246666,-9.356991,"newsletter, help, corporate","newsletter, corporate, sign"
assistance using the account,switch_account,4,1,12.091386,4.1304913,"account, need, help","account, standard, change"
direct to me an operator,contact_human_agent,3,62,-4.682336,6.545073,"customer, talk, assistance","assistant, operator, help"
how cani change order ?,change_order,1,2,6.727685,13.726274,"order, purchase, help","order, purchase, help"
i cannot retrieve my user account pin code,recover_password,21,55,17.353268,15.520598,"pin, user, code","pin, user, code"
"i purchased some items, cancel order",cancel_order,1,35,6.372793,11.265897,"order, purchase, help","purchase, cancel, order"
show me what shipping options you offer,delivery_options,16,28,4.90804,-6.962575,"options, methods, delivery","shipping, methods, options"
informing of registration error,registration_problems,15,0,15.775404,6.6536555,"sign, signup, inform","registration, inform, report"
help to get my invoices from,get_invoice,17,9,2.8481252,18.6954,"invoice, invoices, know","invoice, invoices, download"
i don't know how i can see the early exit penalties,check_cancellation_fee,8,60,19.831963,3.7295601,"termination, early, check","exit, early, charge"
i have to check ur money back guarantee help me,check_refund_policy,2,52,-6.86961,11.931097,"help, money, refund","money, help, check"
what do i have to do to use the gold profile?,switch_account,4,36,8.608902,6.4626985,"account, need, help","gold, account, change"
deleter a product from purchase,change_order,1,26,8.94618,13.2520685,"order, purchase, help","order, delete, help"
uhave an address to leave feedback about ur company,review,9,20,-4.940749,-1.2837114,"feedback, leave, help","feedback, leave, help"
assistance with hcanging order,change_order,1,2,6.4572134,13.843931,"order, purchase, help","order, purchase, help"
could i talk to customer support?,contact_customer_service,3,11,-4.9440827,3.5419078,"customer, talk, assistance","customer, assistance, talk"
i need help gettng bill #00108,get_invoice,6,37,-0.941584,17.466091,"help, look, know","help, look, know"
could i check when my package is gonna arive,delivery_period,0,3,-11.84389,0.5481235,"arrive, soon, expect","arrive, check, help"
tell me at what time i can call customer service,contact_customer_service,14,21,-14.407273,7.0480895,"customer, hours, help","customer, hours, help"
i want help to check how long reimbursements take,check_refund_policy,2,48,-8.791279,12.339549,"help, money, refund","long, reimbursements, check"
"i need to sign up to your corporate newsletter, help me",newsletter_subscription,10,6,-2.4244704,-9.951779,"newsletter, help, corporate","newsletter, corporate, sign"
what do i have to do to make a consumer claim,complaint,12,24,-0.79772264,7.019784,"claim, complaint, help","claim, complaint, help"
i have got to check the status of my newsletter subscription,newsletter_subscription,10,6,-2.182727,-9.167107,"newsletter, help, corporate","newsletter, corporate, sign"
i have troubles trying to change my address,change_shipping_address,5,29,7.2304983,-3.0365791,"address, delivery, shipping","address, trying, help"
i need help to check what payment methods are available,check_payment_methods,11,7,-6.2744446,25.422522,"payment, methods, help","payment, methods, help"
i need assistance to correct my delivery address,change_shipping_address,5,4,3.71443,-3.5677092,"address, delivery, shipping","address, delivery, shipping"
i want assistance to notify of an error with sign-up,registration_problems,15,8,14.534748,1.7893255,"sign, signup, inform","sign, signup, notify"
i want assistance downloading tge bills from,get_invoice,6,37,-0.03150293,16.587269,"help, look, know","help, look, know"
ii need help downloading the invoices from,get_invoice,17,9,2.636069,18.306204,"invoice, invoices, know","invoice, invoices, download"
opening gold account,create_account,4,36,8.702351,6.3167224,"account, need, help","gold, account, change"
is it possible to notify of an error with payment,payment_issue,7,18,1.4702611,24.159946,"payment, online, payments","payment, online, payments"
need help to speak with an assistant,contact_human_agent,3,62,-5.178357,6.3275075,"customer, talk, assistance","assistant, operator, help"
i want assistance earning several products,place_order,1,10,4.5084753,14.800799,"order, purchase, help","item, help, product"
i need assistance contacting an goddamn assistant,contact_human_agent,3,62,-5.2059646,6.253891,"customer, talk, assistance","assistant, operator, help"
can you help me to check the early exit fees?,check_cancellation_fee,8,47,19.114138,2.984128,"termination, early, check","early, exit, fees"
assistance leaving a bloody opinion about a product,review,9,20,-5.228216,-1.0421586,"feedback, leave, help","feedback, leave, help"
i need help to see the allowee payment options,check_payment_methods,11,7,-5.8845115,24.345097,"payment, methods, help","payment, methods, help"
can ya tell me about modifying the shipping address,change_shipping_address,5,4,4.608748,-2.898104,"address, delivery, shipping","address, delivery, shipping"
where do i sign up to your newsletter?,newsletter_subscription,10,6,-1.9521078,-9.730077,"newsletter, help, corporate","newsletter, corporate, sign"
"i have got to check the methods for shipment, i need help",delivery_options,16,28,5.8480253,-7.0237775,"options, methods, delivery","shipping, methods, options"
i have to see how long it takes for the packgae to arrive,delivery_period,0,3,-12.458262,0.499451,"arrive, soon, expect","arrive, check, help"
i try to make a consumer reclamation,complaint,12,24,-1.7646984,7.1219554,"claim, complaint, help","claim, complaint, help"
check in which situations can i request my money back,check_refund_policy,2,52,-6.5158114,12.519835,"help, money, refund","money, help, check"
i do not know what to do to notify of problems with payment,payment_issue,7,18,0.97537744,24.025385,"payment, online, payments","payment, online, payments"
i'm very unhappyt with ur service i need to file a complaint,complaint,12,24,0.10401598,6.2070265,"claim, complaint, help","claim, complaint, help"
i try to modify the shopping address,change_shipping_address,5,29,7.2015343,-3.0368354,"address, delivery, shipping","address, trying, help"
see what hours i can get in touch with customer assistance,contact_customer_service,14,21,-14.203035,6.4163213,"customer, hours, help","customer, hours, help"
can uhelp me to call customre assistance,contact_customer_service,3,11,-4.992024,4.216416,"customer, talk, assistance","customer, assistance, talk"
give me information about opening a account,create_account,4,1,12.000903,3.4773996,"account, need, help","account, standard, change"
"i don't need the damn platinum account, i try to close it",delete_account,4,14,7.76841,3.9291065,"account, need, help","account, platinum, need"
how can i report troubles with online payments?,payment_issue,7,18,2.2237747,24.558575,"payment, online, payments","payment, online, payments"
i need help notifying of a problem with a signup,registration_problems,15,8,15.000112,2.3198738,"sign, signup, inform","sign, signup, notify"
"i want to see my invoice #37777, i need assistance",check_invoice,17,33,1.8742425,19.072123,"invoice, invoices, know","invoice, 37777, know"
i don't know how i can get bill #12588,get_invoice,6,37,-1.1138338,17.668465,"help, look, know","help, look, know"
i don't know how to get a reimbursement of my money,get_refund,2,12,-8.994368,12.911004,"help, money, refund","money, restitution, help"
i need assistance to set the new delivery address up,set_up_shipping_address,5,4,2.8822968,-3.7848294,"address, delivery, shipping","address, delivery, shipping"
need help seeing the eta of the purchase,track_order,18,38,-6.3309,19.779871,"eta, purchase, order","eta, purchase, help"
check in what cases can i request to be refunded,check_refund_policy,2,19,-6.9220896,10.035625,"help, money, refund","refunds, refund, request"
i want assistance filing a complaint against ur business,complaint,12,24,0.073252186,5.8826604,"claim, complaint, help","claim, complaint, help"
help locating my fucking bill from,check_invoice,6,37,-1.0295777,17.277086,"help, look, know","help, look, know"
i want assistance to send my feedback for ur company,review,9,20,-4.941115,-1.299275,"feedback, leave, help","feedback, leave, help"
is it possible to notify of a problem with a signup?,registration_problems,15,8,14.9970045,2.2849007,"sign, signup, inform","sign, signup, notify"
help me to take a quick look at my bills from,check_invoice,6,37,-0.8613664,16.740152,"help, look, know","help, look, know"
editing data on acocunt,edit_account,4,1,11.21492,5.150235,"account, need, help","account, standard, change"
i don't know what i have to do to see my bill #00108,check_invoice,6,37,-1.2514725,17.640581,"help, look, know","help, look, know"
is it possible to check when my shipment is going to arrive?,delivery_period,0,3,-12.110439,0.67658615,"arrive, soon, expect","arrive, check, help"
need help to take a quick look at bill #00108,check_invoice,6,37,-0.980828,18.292137,"help, look, know","help, look, know"
where to pucrhase some items,place_order,1,10,5.1357956,14.884679,"order, purchase, help","item, help, product"
see my compensation status,track_refund,2,53,-10.847336,12.583551,"help, money, refund","compensation, status, current"
there is an issue entering my delivery address,set_up_shipping_address,5,4,3.2780063,-3.3717713,"address, delivery, shipping","address, delivery, shipping"
help me delete an article from purchase,change_order,1,32,9.034695,14.0217085,"order, purchase, help","article, articles, order"
can you help me check your goddamn reimbursement policy?,check_refund_policy,2,34,-9.333014,14.545434,"help, money, refund","reimbursement, policy, check"
i cannot edit my delivery address,change_shipping_address,5,4,3.8503783,-3.7200065,"address, delivery, shipping","address, delivery, shipping"
editing data on pro account,edit_account,4,1,10.755498,5.134372,"account, need, help","account, standard, change"
help me cancelling purchase,cancel_order,1,35,5.9559884,10.756808,"order, purchase, help","purchase, cancel, order"
"i have to cancel my newsletter subscription, how do i do it?",newsletter_subscription,20,42,5.8250527,-12.783472,"newsletter, subscription, cancel","newsletter, subscription, cancel"
i have paid for an item help me receive a compensation,get_refund,2,12,-10.23092,12.581705,"help, money, refund","money, restitution, help"
"i want to modify the user data, i need help",edit_account,4,1,11.658946,5.509866,"account, need, help","account, standard, change"
i'm waiting for an refund of,track_refund,2,12,-9.315501,11.956037,"help, money, refund","money, restitution, help"
do you have a method to leave an opinion?,review,9,20,-5.199812,-1.0963546,"feedback, leave, help","feedback, leave, help"
problem with payments,payment_issue,7,18,0.29337916,24.30943,"payment, online, payments","payment, online, payments"
how to update order ?,change_order,1,2,6.6858106,13.675546,"order, purchase, help","order, purchase, help"
i dont know how i could inform of a problem with a sign-up,registration_problems,15,8,14.72842,2.6758482,"sign, signup, inform","sign, signup, notify"
want help obtaining reimbursements ofmy money,get_refund,2,12,-9.035688,12.882459,"help, money, refund","money, restitution, help"
help ordering several products,place_order,1,10,5.5655446,14.219939,"order, purchase, help","item, help, product"
how to subscribe to the corporate newsletter,newsletter_subscription,10,6,-2.510989,-9.689724,"newsletter, help, corporate","newsletter, corporate, sign"
i want assistance to demand rebates of money,get_refund,2,31,-11.69555,10.739372,"help, money, refund","rebate, money, rebates"
i do not know what i have to do to delete a standard account,delete_account,4,13,5.6722555,7.725601,"account, need, help","account, know, standard"
i need help seeing a what time customer service available is,contact_customer_service,14,21,-14.282034,6.881773,"customer, hours, help","customer, hours, help"
i can't notify of errors with a signup,registration_problems,15,8,14.536027,1.8103286,"sign, signup, inform","sign, signup, notify"
i do not know how to see the early termination charge,check_cancellation_fee,8,15,23.574879,6.4597774,"termination, early, check","termination, check, fee"
help to check the available payment methods,check_payment_methods,11,7,-6.241522,25.448263,"payment, methods, help","payment, methods, help"
i need assistance to check what payment options you accept,check_payment_methods,11,7,-6.1412306,24.083687,"payment, methods, help","payment, methods, help"
wannasubmit the secondary delivery address,set_up_shipping_address,5,17,2.0245378,-1.3801452,"address, delivery, shipping","address, secondary, delivery"
can uhelp me notifying of a registration issue,registration_problems,15,0,16.022825,6.86596,"sign, signup, inform","registration, inform, report"
i try to track purchase,track_order,1,2,6.512768,15.155069,"order, purchase, help","order, purchase, help"
want assistance solving an problem with payments,payment_issue,7,18,0.3168812,24.336796,"payment, online, payments","payment, online, payments"
need help to cancel a standard account,delete_account,4,13,6.4822817,7.5460887,"account, need, help","account, know, standard"
i have to see the eta of order,track_order,18,65,-8.106513,19.614853,"eta, purchase, order","eta, order, check"
i want help to check how long the shipping takes,delivery_period,0,3,-12.598015,0.4794553,"arrive, soon, expect","arrive, check, help"
edit premium accont,edit_account,4,16,10.215213,5.6477,"account, need, help","account, premium, daughter"
i have problems changing my address,change_shipping_address,5,29,7.1998377,-3.04194,"address, delivery, shipping","address, trying, help"
could i know if there is anything new on my compensation?,track_refund,2,53,-10.760094,12.501316,"help, money, refund","compensation, status, current"
help to list the available payment modalities,check_payment_methods,11,7,-5.033453,24.790342,"payment, methods, help","payment, methods, help"
"i do not want this item, cancel order",cancel_order,1,35,6.2881684,11.266435,"order, purchase, help","purchase, cancel, order"
will you show me the early exit charges?,check_cancellation_fee,8,60,19.912708,3.4621332,"termination, early, check","exit, early, charge"
i'm waiting for a rebateof,track_refund,2,31,-11.569425,10.68115,"help, money, refund","rebate, money, rebates"
i want help seeing what delivery options i can choose,delivery_options,16,45,3.677059,-6.597174,"options, methods, delivery","delivery, options, help"
assistance editing the shipping address,change_shipping_address,5,4,4.5595875,-2.8729613,"address, delivery, shipping","address, delivery, shipping"
wanna see the withdrawal charges how can i do it,check_cancellation_fee,8,25,20.863518,2.0212371,"termination, early, check","withdrawal, charge, help"
i want assistance to check how soon can iexpect my purchase,delivery_period,0,58,-13.39464,0.58296525,"arrive, soon, expect","purchase, soon, expect"
how can i check at what time i can call customer service?,contact_customer_service,14,21,-14.411727,7.014677,"customer, hours, help","customer, hours, help"
i need assistance sending feedback for a service,review,9,20,-6.299629,-1.2204592,"feedback, leave, help","feedback, leave, help"
help me check how soon can i expect my delivery,delivery_period,0,3,-12.346752,0.12757072,"arrive, soon, expect","arrive, check, help"
how can i report a sign-up problem?,registration_problems,15,8,14.242585,2.4275672,"sign, signup, inform","sign, signup, notify"
i want help to check if there is anything new on my rebate,track_refund,2,68,-12.362384,10.364764,"help, money, refund","rebate, status, check"
can i check how long it takes for my order to arrive,delivery_period,0,3,-12.3339815,0.66558135,"arrive, soon, expect","arrive, check, help"
assistance checking the early exit charges,check_cancellation_fee,8,60,19.927214,3.444564,"termination, early, check","exit, early, charge"
i have to see in whzt cases can i request to be reimbursed,check_refund_policy,2,59,-1.4632801,2.9018323,"help, money, refund","cases, ask, reimbursed"
list the allowed payment options,check_payment_methods,11,7,-5.88902,24.372704,"payment, methods, help","payment, methods, help"
want assistance to see how soon can i expect my product,delivery_period,0,49,-13.738911,0.8887823,"arrive, soon, expect","soon, expect, check"
correcting details on freemium account,edit_account,4,51,7.2272425,5.488212,"account, need, help","freemium, account, info"
i'm waiting for a rebate of,track_refund,2,31,-11.607961,10.770026,"help, money, refund","rebate, money, rebates"
how to take a quick look at the invoices from,check_invoice,17,9,2.9315188,18.68212,"invoice, invoices, know","invoice, invoices, download"
where to see the current status of the reimbursement,track_refund,2,34,-9.63084,14.113588,"help, money, refund","reimbursement, policy, check"
information about a pwd recovery,recover_password,13,39,18.402822,10.998584,"user, key, account","user, key, account"
i do not know how i can enter a different shipping address,set_up_shipping_address,5,4,3.5849392,-2.2311866,"address, delivery, shipping","address, delivery, shipping"
i want help changing my delivey address,change_shipping_address,5,29,7.140751,-3.1015306,"address, delivery, shipping","address, trying, help"
i need assistance to change to the account,switch_account,4,1,12.1975975,4.9552903,"account, need, help","account, standard, change"
wana correct order,change_order,1,2,6.612233,13.774291,"order, purchase, help","order, purchase, help"
need assistance to open a account for my dad,create_account,4,30,9.101137,3.398101,"account, need, help","account, dad, open"
"i don't understand you, can you help me talk with an agent?",contact_human_agent,3,27,-4.84936,14.587957,"customer, talk, assistance","agent, talk, human"
wanna contact damn customer service i need help,contact_customer_service,3,11,-4.956858,4.0004153,"customer, talk, assistance","customer, assistance, talk"
can you help me to retrieve the pin of my user account?,recover_password,21,55,17.465664,15.412943,"pin, user, code","pin, user, code"
i want assistance locating my invoices from,check_invoice,17,9,2.9648194,18.75296,"invoice, invoices, know","invoice, invoices, download"
i need help to get my invoices from,get_invoice,17,9,2.8475924,18.682848,"invoice, invoices, know","invoice, invoices, download"
"i want to change to the freemium account, could you help me?",switch_account,4,51,7.2886972,5.5511317,"account, need, help","freemium, account, info"
i need assistance cancelling purcjase,cancel_order,4,13,6.703077,7.556628,"account, need, help","account, know, standard"
help updating purchase,change_order,1,2,7.2969356,14.684801,"order, purchase, help","order, purchase, help"
need to see what hours customer assistance available is,contact_customer_service,14,21,-14.19983,6.382669,"customer, hours, help","customer, hours, help"
where to earn several of your article?,place_order,1,32,9.751294,14.862167,"order, purchase, help","article, articles, order"
problem with a forgotten access key,recover_password,13,39,18.757187,9.963421,"user, key, account","user, key, account"
can you help me notifying of issues with a registration?,registration_problems,15,0,16.018372,6.858238,"sign, signup, inform","registration, inform, report"
need to order a few of ur item,place_order,1,10,5.4477935,14.451734,"order, purchase, help","item, help, product"
"i need to track my compensation, help me",track_refund,2,53,-10.844988,12.580422,"help, money, refund","compensation, status, current"
i do not know what i need to do to inform of a signup issue,registration_problems,15,8,14.788932,2.6168187,"sign, signup, inform","sign, signup, notify"
where can i lodge a customer claim,complaint,12,24,-0.6728088,7.06404,"claim, complaint, help","claim, complaint, help"
wanna call cystomer assistance,contact_customer_service,3,11,-5.019037,4.2034435,"customer, talk, assistance","customer, assistance, talk"
want help to see ur money back policy,check_refund_policy,2,52,-6.939587,12.055372,"help, money, refund","money, help, check"
i dont know how i can get refunds,get_refund,2,19,-7.505047,10.916978,"help, money, refund","refunds, refund, request"
wanna check in what cases can i request a refund,check_refund_policy,2,19,-6.933562,10.043682,"help, money, refund","refunds, refund, request"
can you help me acquire several products?,place_order,1,10,4.836828,14.607252,"order, purchase, help","item, help, product"
i don't know how to leave a review for your products,review,9,20,-5.4500136,-1.521781,"feedback, leave, help","feedback, leave, help"
reporting issue with payment,payment_issue,7,18,0.8675567,24.607971,"payment, online, payments","payment, online, payments"
information about the delivery period,delivery_period,0,3,-12.73648,0.17452745,"arrive, soon, expect","arrive, check, help"
i have to acquire some of your article,place_order,1,32,9.723004,14.756712,"order, purchase, help","article, articles, order"
problem settung up my shipping address,set_up_shipping_address,5,4,3.9058158,-2.1515741,"address, delivery, shipping","address, delivery, shipping"
"i have to check what delivery options are there, help me",delivery_options,16,45,3.6730187,-6.5929055,"options, methods, delivery","delivery, options, help"
i want support modifying my address,change_shipping_address,5,29,7.061737,-3.1789496,"address, delivery, shipping","address, trying, help"
i want help to check what hours i can reach customer service,contact_customer_service,14,21,-14.119329,6.5541496,"customer, hours, help","customer, hours, help"
i have a problem with creating a account,create_account,4,1,12.282027,2.9903138,"account, need, help","account, standard, change"
i do not know how to change to the account,switch_account,4,1,12.199078,4.9502554,"account, need, help","account, standard, change"
i dont know what i have to do to delete my platinum account,delete_account,4,14,7.751871,3.9289668,"account, need, help","account, platinum, need"
i have troubles entering a different shipping address,set_up_shipping_address,5,4,3.6868896,-2.368312,"address, delivery, shipping","address, delivery, shipping"
can you help me make a claim against your organization?,complaint,12,24,-0.36909276,7.157156,"claim, complaint, help","claim, complaint, help"
my delivery address has changed how can i modify it,change_shipping_address,5,4,4.0676904,-3.8642797,"address, delivery, shipping","address, delivery, shipping"
where doi check how soon can i expect my article,delivery_period,0,5,-15.609334,14.334431,"arrive, soon, expect","article, arrive, help"
where do i create a account?,create_account,4,1,12.138445,3.1533222,"account, need, help","account, standard, change"
i don't know what i need to do to remove a standard account,delete_account,4,13,5.6970315,7.729958,"account, need, help","account, know, standard"
can i see the eta of the order,track_order,18,65,-8.142322,19.658955,"eta, purchase, order","eta, order, check"
help me check what shipping methods are available,delivery_options,16,28,5.47425,-6.883411,"options, methods, delivery","shipping, methods, options"
i don't know what to do to seak to a person,contact_human_agent,3,11,-5.4436398,5.290343,"customer, talk, assistance","customer, assistance, talk"
"i cannot open a profile, help me to report signup problems",registration_problems,15,8,14.256826,2.6065376,"sign, signup, inform","sign, signup, notify"
i do not know how i could open a account for my fiance,create_account,4,67,9.095233,4.7101603,"account, need, help","fiance, account, create"
correct info on freemium account,edit_account,4,51,7.2390246,5.5314794,"account, need, help","freemium, account, info"
problem with changing purchase,change_order,1,2,7.3289843,14.654059,"order, purchase, help","order, purchase, help"
can you help me receiving a compensation?,get_refund,2,12,-10.23267,12.589823,"help, money, refund","money, restitution, help"
assistance to speak to an operator,contact_human_agent,3,62,-4.6802754,6.5630207,"customer, talk, assistance","assistant, operator, help"
i need help retrieving the pin of my user profile,recover_password,21,55,17.592314,15.29026,"pin, user, code","pin, user, code"
want help checking your available payment methods,check_payment_methods,11,7,-6.239142,25.471254,"payment, methods, help","payment, methods, help"
i dont know what i need to do to buy some products,place_order,1,10,4.8745,14.4957075,"order, purchase, help","item, help, product"
how do i inform of a problem with online payments?,payment_issue,7,18,2.07169,24.850397,"payment, online, payments","payment, online, payments"
i would like to see what goddamn delivery options i have,delivery_options,16,45,3.691215,-6.606562,"options, methods, delivery","delivery, options, help"
i need assistance to notify of an error with online payments,payment_issue,7,18,1.8663431,24.557781,"payment, online, payments","payment, online, payments"
want assistance notifying of errors with payment,payment_issue,7,18,1.474286,24.210073,"payment, online, payments","payment, online, payments"
i need assistance to look for the invoice from,check_invoice,17,9,2.21436,18.9733,"invoice, invoices, know","invoice, invoices, download"
i do not know how to buy several articles,place_order,1,32,9.47356,14.612504,"order, purchase, help","article, articles, order"
"i cannot open an account, i have to inform of a signup issue",registration_problems,15,8,14.404042,2.66967,"sign, signup, inform","sign, signup, notify"
wanna leave an opinion about ur company,review,9,20,-5.0397716,-1.3237491,"feedback, leave, help","feedback, leave, help"
can you help me to change to the goddamn pro account?,switch_account,4,1,10.435576,4.923515,"account, need, help","account, standard, change"
information about canceling the newsletter subscription,newsletter_subscription,20,42,5.8078012,-12.765668,"newsletter, subscription, cancel","newsletter, subscription, cancel"
find information about the termination of a freemium account,delete_account,4,13,6.767008,6.2239776,"account, need, help","account, know, standard"
open premium cacount for wife,create_account,4,16,9.332823,5.4117174,"account, need, help","account, premium, daughter"
how to locate order ?,track_order,1,2,6.271876,13.981887,"order, purchase, help","order, purchase, help"
need assistance to cancel orer,cancel_order,1,35,5.994063,10.782667,"order, purchase, help","purchase, cancel, order"
i try to track order,track_order,1,2,6.4556127,15.030646,"order, purchase, help","order, purchase, help"
i need assistance to earn some articles,place_order,1,32,9.682084,14.833365,"order, purchase, help","article, articles, order"
i need to check in which situations can i ask for a refund,check_refund_policy,2,19,-7.1690784,10.16101,"help, money, refund","refunds, refund, request"
